0.798715,0.075758,0.573274,0.677394,0.449308,0.413471,0.32022,0.727453
0.770878,0.136363,0.140874,0.286873,0.788264,0.246527,0.371058,0.599079
0.696467,0.121212,0.289259,0.252641,0.754839,0.289259,0.082025,0.850693
0.79015,0.151515,0.135384,0.195583,0.867497,0.448232,0.527946,0.447364
0.88758,0.121212,0.432012,0.380601,0.563135,0.246527,0.286873,0.835556
0.82334,0.136363,0.352183,0.371058,0.551783,0.211311,0.455243,0.599079
0.98394,0.075758,0.296975,0.433627,0.720515,0.573274,0.677394,0.449308
0.827088,0.121212,0.204906,0.569492,0.587408,0.289259,0.465905,0.658989
0.738758,0.80303,0.253572,0.295293,0.718894,0.409705,0.268636,0.658989
0.63651,0.80303,0.454316,0.428586,0.599079,0.320487,0.348611,0.658989
0.748394,0.121212,0.253572,0.508561,0.61106,0.316964,0.41315,0.551783
0.720557,0.80303,0.275876,0.268636,0.74885,0.231268,0.32195,0.718894
0.80728,0.136363,0.281746,0.328966,0.693671,0.211311,0.455243,0.599079
0.91863,0.045454,0.204906,0.112493,0.96086,0.750652,0.569492,0.470706
0.8303,0.136363,0.035219,0.41315,0.693671,0.330968,0.310709,0.5666
0.796574,0.151515,0.100624,0.237129,0.820815,0.222082,0.408198,0.630797
0.715739,0.787879,0.280563,0.220024,0.787865,0.253572,0.375268,0.658989
0.777837,0.787879,0.460502,0.408198,0.516015,0.253572,0.295293,0.74885
0.720021,0.787879,0.325548,0.327552,0.667044,0.365097,0.348611,0.658989
0.751606,0.272727,0.216225,0.176261,0.828957,0.190594,0.295293,0.799946
0.94379,0.045454,0.333562,0.280584,0.650725,0.712417,0.432392,0.522053
0.87848,0.075758,0.573274,0.677394,0.449308,0.75915,0.632966,0.249617
0.704497,0.151515,0.127614,0.332929,0.673082,0.100624,0.237129,0.820815
0.809422,0.121212,0.253572,0.209985,0.802767,0.563491,0.876164,0.220714
0.810492,0.136363,0.316964,0.244784,0.882852,0.239667,0.195583,0.867497
0.925054,0.106061,0.839528,0.865924,0.089052,0.839528,0.865924,0.089052
0.58137,0.80303,0.403991,0.369318,0.591653,0.253572,0.32195,0.74885
0.704497,0.136363,0.246527,0.328966,0.740968,0.34395,0.361765,0.727453
0.801927,0.272727,0.348039,0.220024,0.842235,0.348039,0.220024,0.842235
0.726445,0.787879,0.280563,0.327552,0.697248,0.275876,0.32195,0.688941
0.973233,0.075758,0.573274,0.677394,0.449308,0.105656,0.286873,0.835556
